recordType,extensionId,year,ageMin,ageMax,gender,category,disciplineCode,disciplineName,disciplineBaseName,disciplineVariant,unit,better,bronze,silver,gold,bronzeRaw,silverRaw,goldRaw,disciplineKey,disciplineCodePdf,catalogCode,codeOrigin,sourceFile,sourceRow,extensionType,description,minLevel,distanceM,durationMin,maxTimeSec,organization,ageRule,validityYears,acquisitionYearOnly,mandatoryInFirstAcquisitionYear,policyValue
discipline_requirement,,2026,10,11,W,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,1.3,1.45,1.65,"1,30","1,45","1,65",standweitsprung,,5,catalog_inference,202604_10_-11_W.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Kraft,6.2.7.3,Gerätturnen Barren Stützschwingen,Gerätturnen Barren Stützschwingen,,level,higher,1,2,3,1,2,3,geraetturnen-barren-stuetzschwingen,6.2.7.3,7,pdf,202604_10_-11_W.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Schnelligkeit,1,Laufen 50 m,Laufen 50 m,,number,lower,11,10.1,9.1,"11,0","10,1","9,1",laufen-50-m,,1,catalog_inference,202604_10_-11_W.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,39,31.5,25.5,"39,0","31,5","25,5",schwimmen-25-m,,2,catalog_inference,202604_10_-11_W.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,37,32,27,"37,0","32,0","27,0",radfahren-200-m,,3,catalog_inference,202604_10_-11_W.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Schnelligkeit,6.3.4.3,Gerätturnen Sprungrolle,Gerätturnen Sprungrolle,,level,higher,1,2,3,1,2,3,geraetturnen-sprungrolle,6.3.4.3,4,pdf,202604_10_-11_W.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Koordination,1,Hochsprung,Hochsprung,,number,higher,0.8,0.9,1,"0,80","0,90",1.00,hochsprung,,1,catalog_inference,202604_10_-11_W.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Koordination,2,Weitsprung,Weitsprung,,number,higher,2.3,2.6,2.9,"2,30","2,60","2,90",weitsprung,,2,catalog_inference,202604_10_-11_W.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Koordination,4,"Drehwurf, 3 von 4 Wertung nach Punkten","Drehwurf, 3 von 4 Wertung nach Punkten",,number,higher,27,30,36,27,30,36,drehwurf-3-von-4-wertung-nach-punkten,,4,catalog_inference,202604_10_-11_W.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Koordination,6,Seilspringen Grundsprung vorwärts ohne Zwischensprung,Seilspringen Grundsprung vorwärts ohne Zwischensprung,,number,higher,20,30,40,20,30,40,seilspringen-grundsprung-vorwaerts-ohne-zwischensprung,,6,catalog_inference,202604_10_-11_W.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,12,17,23,12,17,23,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_10_-11_W.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,5,7,9,5,7,9,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_10_-11_W.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,18.7,17.3,15.8,"18,7","17,3","15,8",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_10_-11_W.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Koordination,6.4.7.4,Koordinationsleiter (Doppelschritt seitwärts),Koordinationsleiter,Doppelschritt seitwärts,number,lower,26.1,22.7,19.3,"26,1","22,7","19,3",koordinationsleiter-doppelschritt-seitwaerts,6.4.7.4,6.4.7.4,pdf,202604_10_-11_W.pdf,26,,,,,,,,,,,,
discipline_requirement,,2026,10,11,W,Koordination,6.4.8.3,Gerätturnen Ringe schwingen,Gerätturnen Ringe schwingen,,level,higher,1,2,3,1,2,3,geraetturnen-ringe-schwingen,6.4.8.3,7,pdf,202604_10_-11_W.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Ausdauer,1,Laufen 800 m,Laufen 800 m,,number,lower,285,240,195,4:45,4:00,3:15,laufen-800-m,,1,catalog_inference,202604_12_-13_M.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Ausdauer,2,Radfahren 10 km,Radfahren 10 km,,number,lower,2580,2220,1890,43:00,37:00,31:30,radfahren-10-km,,2,catalog_inference,202604_12_-13_M.pdf,6,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Ausdauer,3,Dauer-/ Geländelauf,Dauer-/ Geländelauf,,number,higher,1500,2100,2700,25:00,35:00,45:00,dauer-gelaendelauf,,3,catalog_inference,202604_12_-13_M.pdf,3,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Ausdauer,5,Schwimmen 400 m,Schwimmen 400 m,,number,lower,810,690,585,13:30,11:30,9:45,schwimmen-400-m,,5,catalog_inference,202604_12_-13_M.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Kraft,1,Wurfball 200 gr,Wurfball 200 gr,,number,higher,26,30,33,"26,00","30,00","33,00",wurfball-200-gr,,1,catalog_inference,202604_12_-13_M.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Kraft,3,Kugelstoßen 3 kg,Kugelstoßen 3 kg,,number,higher,6.25,6.75,7.25,"6,25","6,75","7,25",kugelstossen-3-kg,,3,catalog_inference,202604_12_-13_M.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,1.7,1.9,2.05,"1,70","1,90","2,05",standweitsprung,,5,catalog_inference,202604_12_-13_M.pdf,11,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Kraft,6.2.7.4,Gerätturnen Reck Klimmzüge,Gerätturnen Reck Klimmzüge,,level,higher,1,2,3,1,2,3,geraetturnen-reck-klimmzuege,6.2.7.4,7,pdf,202604_12_-13_M.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Schnelligkeit,1,Laufen 50 m,Laufen 50 m,,number,lower,9.7,8.9,8.1,"9,7","8,9","8,1",laufen-50-m,,1,catalog_inference,202604_12_-13_M.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,33,27,21,"33,0","27,0","21,0",schwimmen-25-m,,2,catalog_inference,202604_12_-13_M.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,29.5,26,22.5,"29,5","26,0","22,5",radfahren-200-m,,3,catalog_inference,202604_12_-13_M.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Schnelligkeit,6.3.4.4,Gerätturnen Sprungüberschlag,Gerätturnen Sprungüberschlag,,level,higher,1,2,3,1,2,3,geraetturnen-sprungueberschlag,6.3.4.4,4,pdf,202604_12_-13_M.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Koordination,1,Hochsprung,Hochsprung,,number,higher,0.95,1.05,1.15,"0,95","1,05","1,15",hochsprung,,1,catalog_inference,202604_12_-13_M.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Koordination,2,Weitsprung,Weitsprung,,number,higher,3.2,3.5,3.8,"3,20","3,50","3,80",weitsprung,,2,catalog_inference,202604_12_-13_M.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Koordination,5,Schleuderball 1 kg,Schleuderball 1 kg,,number,higher,19.5,24,27.5,"19,50","24,00","27,50",schleuderball-1-kg,,5,catalog_inference,202604_12_-13_M.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Koordination,6,Seilspringen Grundsprung rückwärts ohne Zwischensprung,Seilspringen Grundsprung rückwärts ohne Zwischensprung,,number,higher,10,20,30,10,20,30,seilspringen-grundsprung-rueckwaerts-ohne-zwischensprung,,6,catalog_inference,202604_12_-13_M.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,23,29,36,23,29,36,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_12_-13_M.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,9,13,16,9,13,16,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_12_-13_M.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,16.5,15,13.5,"16,5","15,0","13,5",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_12_-13_M.pdf,25,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Koordination,6.4.7.4,Koordinationsleiter (Ickey Shuffle),Koordinationsleiter,Ickey Shuffle,number,lower,29.2,25.8,22.4,"29,2","25,8","22,4",koordinationsleiter-ickey-shuffle,6.4.7.4,6.4.7.4,pdf,202604_12_-13_M.pdf,27,,,,,,,,,,,,
discipline_requirement,,2026,12,13,M,Koordination,6.4.8.4,Gerätturnen Rad/Überschlag,Gerätturnen Rad/Überschlag,,level,higher,1,2,3,1,2,3,geraetturnen-rad-ueberschlag,6.4.8.4,7,pdf,202604_12_-13_M.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Ausdauer,1,Laufen 800 m,Laufen 800 m,,number,lower,310,265,225,5:10,4:25,3:45,laufen-800-m,,1,catalog_inference,202604_12_-13_W.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Ausdauer,2,Radfahren 10 km,Radfahren 10 km,,number,lower,2700,2370,2010,45:00,39:30,33:30,radfahren-10-km,,2,catalog_inference,202604_12_-13_W.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Ausdauer,3,Dauer-/ Geländelauf,Dauer-/ Geländelauf,,number,higher,1200,1800,2400,20:00,30:00,40:00,dauer-gelaendelauf,,3,catalog_inference,202604_12_-13_W.pdf,3,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Ausdauer,5,Schwimmen 400 m,Schwimmen 400 m,,number,lower,890,775,660,14:50,12:55,11:00,schwimmen-400-m,,5,catalog_inference,202604_12_-13_W.pdf,4,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Kraft,1,Schlagball 80 gr,Schlagball 80 gr,,number,higher,15,18,22,"15,00","18,00","22,00",schlagball-80-gr,,1,catalog_inference,202604_12_-13_W.pdf,8,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Kraft,3,Kugelstoßen 3 kg,Kugelstoßen 3 kg,,number,higher,4.75,5.25,5.75,"4,75","5,25","5,75",kugelstossen-3-kg,,3,catalog_inference,202604_12_-13_W.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,1.4,1.6,1.8,"1,40","1,60","1,80",standweitsprung,,5,catalog_inference,202604_12_-13_W.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Kraft,6.2.7.4,Gerätturnen Reck Klimmzüge,Gerätturnen Reck Klimmzüge,,level,higher,1,2,3,1,2,3,geraetturnen-reck-klimmzuege,6.2.7.4,7,pdf,202604_12_-13_W.pdf,12,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Schnelligkeit,1,Laufen 50 m,Laufen 50 m,,number,lower,10.6,9.6,8.5,"10,6","9,6","8,5",laufen-50-m,,1,catalog_inference,202604_12_-13_W.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,35,29,23.5,"35,0","29,0","23,5",schwimmen-25-m,,2,catalog_inference,202604_12_-13_W.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,31,27,23.5,"31,0","27,0","23,5",radfahren-200-m,,3,catalog_inference,202604_12_-13_W.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Schnelligkeit,6.3.4.4,Gerätturnen Sprungüberschlag,Gerätturnen Sprungüberschlag,,level,higher,1,2,3,1,2,3,geraetturnen-sprungueberschlag,6.3.4.4,4,pdf,202604_12_-13_W.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Koordination,1,Hochsprung,Hochsprung,,number,higher,0.9,1,1.1,"0,90","1,00","1,10",hochsprung,,1,catalog_inference,202604_12_-13_W.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Koordination,2,Weitsprung,Weitsprung,,number,higher,2.8,3.1,3.4,"2,80","3,10","3,40",weitsprung,,2,catalog_inference,202604_12_-13_W.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Koordination,5,Schleuderball 1 kg,Schleuderball 1 kg,,number,higher,17,19.5,22,"17,00","19,50","22,00",schleuderball-1-kg,,5,catalog_inference,202604_12_-13_W.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Koordination,6,Seilspringen Grundsprung rückwärts ohne Zwischensprung,Seilspringen Grundsprung rückwärts ohne Zwischensprung,,number,higher,10,20,30,10,20,30,seilspringen-grundsprung-rueckwaerts-ohne-zwischensprung,,6,catalog_inference,202604_12_-13_W.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,19,25,31,19,25,31,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_12_-13_W.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,6,8,11,6,8,11,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_12_-13_W.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,16.9,15.4,13.9,"16,9","15,4","13,9",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_12_-13_W.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Koordination,6.4.7.4,Koordinationsleiter (Ickey Shuffle),Koordinationsleiter,Ickey Shuffle,number,lower,29.2,25.8,22.4,"29,2","25,8","22,4",koordinationsleiter-ickey-shuffle,6.4.7.4,6.4.7.4,pdf,202604_12_-13_W.pdf,26,,,,,,,,,,,,
discipline_requirement,,2026,12,13,W,Koordination,6.4.8.4,Gerätturnen Rad/Überschlag,Gerätturnen Rad/Überschlag,,level,higher,1,2,3,1,2,3,geraetturnen-rad-ueberschlag,6.4.8.4,7,pdf,202604_12_-13_W.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Ausdauer,1,Laufen 800 m,Laufen 800 m,,number,lower,260,220,180,4:20,3:40,3:00,laufen-800-m,,1,catalog_inference,202604_14_-15_M.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Ausdauer,2,Radfahren 10 km,Radfahren 10 km,,number,lower,1920,1680,1440,32:00,28:00,24:00,radfahren-10-km,,2,catalog_inference,202604_14_-15_M.pdf,6,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Ausdauer,3,Dauer-/ Geländelauf,Dauer-/ Geländelauf,,number,higher,2100,2700,3600,35:00,45:00,60:00,dauer-gelaendelauf,,3,catalog_inference,202604_14_-15_M.pdf,3,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Ausdauer,5,Schwimmen 400 m,Schwimmen 400 m,,number,lower,720,615,530,12:00,10:15,8:50,schwimmen-400-m,,5,catalog_inference,202604_14_-15_M.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Kraft,1,Wurfball 200 gr,Wurfball 200 gr,,number,higher,30,34,37,"30,00","34,00","37,00",wurfball-200-gr,,1,catalog_inference,202604_14_-15_M.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Kraft,3,Kugelstoßen 4 kg,Kugelstoßen 4 kg,,number,higher,7,7.5,8,"7,00","7,50","8,00",kugelstossen-4-kg,,3,catalog_inference,202604_14_-15_M.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,1.9,2.05,2.25,"1,90","2,05","2,25",standweitsprung,,5,catalog_inference,202604_14_-15_M.pdf,11,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Kraft,6.2.7.5,Gerätturnen Handstand,Gerätturnen Handstand,,level,higher,1,2,3,1,2,3,geraetturnen-handstand,6.2.7.5,7,pdf,202604_14_-15_M.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Schnelligkeit,1,Laufen 100 m,Laufen 100 m,,number,lower,17,15.4,14.1,"17,0","15,4","14,1",laufen-100-m,,1,catalog_inference,202604_14_-15_M.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,31,25.5,20,"31,0","25,5","20,0",schwimmen-25-m,,2,catalog_inference,202604_14_-15_M.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,24,21.5,19,"24,0","21,5","19,0",radfahren-200-m,,3,catalog_inference,202604_14_-15_M.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Schnelligkeit,6.3.4.5,Gerätturnen Grätschsprung,Gerätturnen Grätschsprung,,level,higher,1,2,3,1,2,3,geraetturnen-graetschsprung,6.3.4.5,4,pdf,202604_14_-15_M.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Koordination,1,Hochsprung,Hochsprung,,number,higher,1.1,1.2,1.3,"1,10","1,20","1,30",hochsprung,,1,catalog_inference,202604_14_-15_M.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Koordination,2,Weitsprung,Weitsprung,,number,higher,3.8,4.1,4.4,"3,80","4,10","4,40",weitsprung,,2,catalog_inference,202604_14_-15_M.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Koordination,5,Schleuderball 1 kg,Schleuderball 1 kg,,number,higher,23.5,28,32,"23,50","28,00","32,00",schleuderball-1-kg,,5,catalog_inference,202604_14_-15_M.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Koordination,6,Seilspringen Kreuzdurchschlag ohne Zwischensprung,Seilspringen Kreuzdurchschlag ohne Zwischensprung,,number,higher,10,15,20,10,15,20,seilspringen-kreuzdurchschlag-ohne-zwischensprung,,6,catalog_inference,202604_14_-15_M.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,29,37,44,29,37,44,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_14_-15_M.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,11,14,18,11,14,18,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_14_-15_M.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,15.1,13.6,12.1,"15,1","13,6","12,1",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_14_-15_M.pdf,25,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Koordination,6.4.7.4,Koordinationsleiter (3 plus 1),Koordinationsleiter,3 plus 1,number,lower,33.5,30.1,26.7,"33,5","30,1","26,7",koordinationsleiter-3-plus-1,6.4.7.4,6.4.7.4,pdf,202604_14_-15_M.pdf,27,,,,,,,,,,,,
discipline_requirement,,2026,14,15,M,Koordination,6.4.8.5,Gerätturnen Rolle auf Kästen,Gerätturnen Rolle auf Kästen,,level,higher,1,2,3,1,2,3,geraetturnen-rolle-auf-kaesten,6.4.8.5,7,pdf,202604_14_-15_M.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Ausdauer,1,Laufen 800 m,Laufen 800 m,,number,lower,300,260,215,5:00,4:20,3:35,laufen-800-m,,1,catalog_inference,202604_14_-15_W.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Ausdauer,2,Radfahren 10 km,Radfahren 10 km,,number,lower,2280,1950,1710,38:00,32:30,28:30,radfahren-10-km,,2,catalog_inference,202604_14_-15_W.pdf,6,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Ausdauer,3,Dauer-/ Geländelauf,Dauer-/ Geländelauf,,number,higher,1800,2400,3000,30:00,40:00,50:00,dauer-gelaendelauf,,3,catalog_inference,202604_14_-15_W.pdf,3,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Ausdauer,5,Schwimmen 400 m,Schwimmen 400 m,,number,lower,785,700,600,13:05,11:40,10:00,schwimmen-400-m,,5,catalog_inference,202604_14_-15_W.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Kraft,1,Wurfball 200 gr,Wurfball 200 gr,,number,higher,20,24,27,"20,00","24,00","27,00",wurfball-200-gr,,1,catalog_inference,202604_14_-15_W.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Kraft,3,Kugelstoßen 3 kg,Kugelstoßen 3 kg,,number,higher,5.5,6,6.5,"5,50","6,00","6,50",kugelstossen-3-kg,,3,catalog_inference,202604_14_-15_W.pdf,10,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Kraft,5,Standweitsprung,Standweitsprung,,number,higher,1.55,1.7,1.9,"1,55","1,70","1,90",standweitsprung,,5,catalog_inference,202604_14_-15_W.pdf,11,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Kraft,6.2.7.5,Gerätturnen Handstand,Gerätturnen Handstand,,level,higher,1,2,3,1,2,3,geraetturnen-handstand,6.2.7.5,7,pdf,202604_14_-15_W.pdf,13,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Schnelligkeit,1,Laufen 100 m,Laufen 100 m,,number,lower,18.6,17,15.5,"18,6","17,0","15,5",laufen-100-m,,1,catalog_inference,202604_14_-15_W.pdf,14,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Schnelligkeit,2,Schwimmen 25 m,Schwimmen 25 m,,number,lower,33,27.5,21.5,"33,0","27,5","21,5",schwimmen-25-m,,2,catalog_inference,202604_14_-15_W.pdf,15,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Schnelligkeit,3,Radfahren 200 m,Radfahren 200 m,,number,lower,27,24.5,21.5,"27,0","24,5","21,5",radfahren-200-m,,3,catalog_inference,202604_14_-15_W.pdf,16,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Schnelligkeit,6.3.4.5,Gerätturnen Grätschsprung Boden,Gerätturnen Grätschsprung Boden,,level,higher,1,2,3,1,2,3,geraetturnen-graetschsprung-boden,6.3.4.5,4,pdf,202604_14_-15_W.pdf,17,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Koordination,1,Hochsprung,Hochsprung,,number,higher,0.95,1.05,1.15,"0,95","1,05","1,15",hochsprung,,1,catalog_inference,202604_14_-15_W.pdf,18,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Koordination,2,Weitsprung,Weitsprung,,number,higher,3.2,3.5,3.8,"3,20","3,50","3,80",weitsprung,,2,catalog_inference,202604_14_-15_W.pdf,19,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Koordination,5,Schleuderball 1 kg,Schleuderball 1 kg,,number,higher,19.5,22.5,25.5,"19,50","22,50","25,50",schleuderball-1-kg,,5,catalog_inference,202604_14_-15_W.pdf,20,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Koordination,6,Seilspringen Kreuzdurchschlag ohne Zwischensprung,Seilspringen Kreuzdurchschlag ohne Zwischensprung,,number,higher,10,15,20,10,15,20,seilspringen-kreuzdurchschlag-ohne-zwischensprung,,6,catalog_inference,202604_14_-15_W.pdf,21,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Koordination,6.4.7.1,Ball umgreifen,Ball umgreifen,,number,higher,24,31,38,24,31,38,ball-umgreifen,6.4.7.1,6.4.7.1,pdf,202604_14_-15_W.pdf,23,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Koordination,6.4.7.2,Kick-Fangen,Kick-Fangen,,number,higher,7,9,12,7,9,12,kick-fangen,6.4.7.2,6.4.7.2,pdf,202604_14_-15_W.pdf,24,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Koordination,6.4.7.3,Koordinations-T-Lauf,Koordinations-T-Lauf,,number,lower,15.5,14.1,12.6,"15,5","14,1","12,6",koordinations-t-lauf,6.4.7.3,6.4.7.3,pdf,202604_14_-15_W.pdf,25,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Koordination,6.4.7.4,Koordinationsleiter (3 plus 1),Koordinationsleiter,3 plus 1,number,lower,33.5,30.1,26.7,"33,5","30,1","26,7",koordinationsleiter-3-plus-1,6.4.7.4,6.4.7.4,pdf,202604_14_-15_W.pdf,27,,,,,,,,,,,,
discipline_requirement,,2026,14,15,W,Koordination,6.4.8.5,Gerätturnen Rolle auf Kästen,Gerätturnen Rolle auf Kästen,,level,higher,1,2,3,1,2,3,geraetturnen-rolle-auf-kaesten,6.4.8.5,7,pdf,202604_14_-15_W.pdf,22,,,,,,,,,,,,
discipline_requirement,,2026,16,17,M,Ausdauer,1,Laufen 800 m,Laufen 800 m,,number,lower,245,205,165,4:05,3:25,2:45,laufen-800-m,,1,catalog_inference,202604_16_-17_M.pdf,1,,,,,,,,,,,,
discipline_requirement,,2026,16,17,M,Ausdauer,2,Radfahren 10 km,Radfahren 10 km,,number,lower,1620,1410,1230,27:00,23:30,20:30,radfahren-10-km,,2,catalog_inference,202604_16_-17_M.pdf,6,,,,,,,,,,,,
discipline_requirement,,2026,16,17,M,Ausdauer,3,Dauer-/ Geländelauf,Dauer-/ Geländelauf,,number,higher,3300,4200,5400,55:00,70:00,90:00,dauer-gelaendelauf,,3,catalog_inference,202604_16_-17_M.pdf,3,,,,,,,,,,,,
discipline_requirement,,2026,16,17,M,Ausdauer,5,Schwimmen 400 m,Schwimmen 400 m,,number,lower,660,580,500,11:00,9:40,8:20,schwimmen-400-m,,5,catalog_inference,202604_16_-17_M.pdf,5,,,,,,,,,,,,
discipline_requirement,,2026,16,17,M,Kraft,1,Wurfball 200 gr,Wurfball 200 gr,,number,higher,34,38,42,"34,00","38,00","42,00",wurfball-200-gr,,1,catalog_inference,202604_16_-17_M.pdf,9,,,,,,,,,,,,
discipline_requirement,,2026,16,17,M,Kraft,3,Kugelstoßen 5 kg,Kugelstoßen 5 kg,,number,higher,7.5,8,8.5,"7,50","8,00","8,50",kugelstossen-5-kg,,3,catalog_inference,202604_16_-17_M.pdf,10,,,,,,,,,,,,
